virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
2016050	Acinetobacter phage vB_AbaP_B3	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; unclassified Friunavirus	NC_042004				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
2016050	Acinetobacter phage vB_AbaP_B3	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; unclassified Friunavirus	NC_042004				1217636	Acinetobacter baumannii NIPH 528	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
2678937	Acinetobacter phage vB_AbaP_B5	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; Acintetobacter virus B5	NC_042005				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
2678937	Acinetobacter phage vB_AbaP_B5	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; Acintetobacter virus B5	NC_042005				1217645	Acinetobacter baumannii NIPH 2061	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
2126803	Acinetobacter phage vB_AbaP_D2	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; unclassified Friunavirus	NC_042124				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
1701807	Acinetobacter phage vB_AbaP_PD-6A3	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; Acinetobacter virus PD6A3	NC_028684				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1701808	Acinetobacter phage vB_AbaP_PD-AB9	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; Acinetobacter virus PDAB9	NC_028679				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1852629	Acinetobacter phage vB_AbaS_TRS1	Viruses; Caudovirales; Siphoviridae; Vieuvirus; unclassified Vieuvirus	NC_031098				927193	Acinetobacter baumannii A118	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
2016052	Acinetobacter phage vB_ApiP_P1	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; unclassified Friunavirus	NC_042006				48296	Acinetobacter pittii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
2016053	Acinetobacter phage vB_ApiP_P2	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; unclassified Friunavirus	NC_042007				48296	Acinetobacter pittii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
1983409	Acinetobacter phage WCHABP1	Viruses; Caudovirales; Myoviridae; Obolenskvirus; Acinetobacter virus WCHABP1	NC_041966				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1965454	Acinetobacter phage WCHABP12	Viruses; Caudovirales; Myoviridae; Obolenskvirus; Acinetobacter virus WCHABP12	NC_041924				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1983525	Acinetobacter phage WCHABP5	Viruses; Caudovirales; Podoviridae; Autographivirinae; Friunavirus; Acinetobacter virus WCHABP5	NC_041967				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1505225	Acinetobacter phage YMC-13-01-C62	Viruses; Caudovirales; Myoviridae; Obolenskvirus; Acinetobacter virus AbC62	NC_024785				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1221835	Acinetobacter phage YMC/09/02/B1251	Viruses; Caudovirales; Siphoviridae; Vieuvirus; Acinetobacter virus B1251	NC_019541				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		RefSeq		
1628721	Acinetobacter phage YMC11/11/R3177	Viruses; Caudovirales; Siphoviridae; Vieuvirus; Acinetobacter virus R3177	NC_041866				472	Acinetobacter sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter		RefSeq		
1628720	Acinetobacter phage YMC11/12/R2315	Viruses; Caudovirales; Myoviridae; Obolenskvirus; unclassified Obolenskvirus	NC_028855				472	Acinetobacter sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter		NCBI Virus, RefSeq		
1560342	Acinetobacter phage YMC13/03/R2096	Viruses; Caudovirales; Myoviridae; unclassified Myoviridae	NC_027332				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
1049283	Acinetobacter phage ZZ1	Viruses; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae	NC_018087				470	Acinetobacter baumannii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex		NCBI Virus, RefSeq		
279006	Acinetobacter virus 133	Viruses; Caudovirales; Myoviridae; Tevenvirinae	NC_015250				40214	Acinetobacter johnsonii	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter	21029436	Literature, NCBI Virus, RefSeq		
320884	Acipenserid herpesvirus 2	Viruses; Herpesvirales; Alloherpesviridae; Ictalurivirus	NC_043042				7904	Acipenser transmontanus	Eukaryota; Metazoa; Chordata; Craniata; Actinopterygii; Actinopteri; Chondrostei; Acipenseriformes; Acipenseroidei; Acipenseridae; Acipenserinae; Acipenserini; Acipenser		NCBI Virus, RefSeq		
101764	Aconitum latent virus	Viruses; Riboviria; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus	NC_002795				46246	Delphinium	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ranunculales; Ranunculaceae; Ranunculoideae; Delphinieae		NCBI Virus, RefSeq		
1776763	Actinidia chlorotic ringspot-associated virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Fimoviridae; Emaravirus; Actinidia chlorotic ringspot-associated emaravirus	NC_038769, NC_038770, NC_038771, NC_038772, NC_038773				3627	Actinidia deliciosa	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ericales; Actinidiaceae; Actinidia		RefSeq		
2081931	Actinidia seed-borne latent virus	Viruses; Riboviria; Tymovirales; Betaflexiviridae; unclassified Betaflexiviridae	NC_040800				3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ericales; Actinidiaceae; Actinidia	29380064	Literature		
2024724	Actinidia virus 1	Viruses; Riboviria; Closteroviridae	NC_035453				3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ericales; Actinidiaceae; Actinidia		NCBI Virus, RefSeq		
1112769	Actinidia virus A	Viruses; Riboviria; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_043087				3624	Actinidia	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ericales; Actinidiaceae		NCBI Virus		
1112769	Actinidia virus A	Viruses; Riboviria; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_043087				200313	Nicotiana occidentalis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq		
1112770	Actinidia virus B	Viruses; Riboviria; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404				3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Ericales; Actinidiaceae; Actinidia		NCBI Virus, RefSeq		
1112770	Actinidia virus B	Viruses; Riboviria; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404				200313	Nicotiana occidentalis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq		
1331744	Actinidia virus X	Viruses; Riboviria; Tymovirales; Alphaflexiviridae; Potexvirus	NC_028649				78511	Ribes nigrum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Magnoliopsida; Saxifragales; Grossulariaceae; Ribes	26586329	Literature, NCBI Virus, RefSeq		
338473	Actinomyces virus Av1	Viruses; Caudovirales; Podoviridae; Picovirinae	NC_009643				1655	Actinomyces naeslundii	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces		NCBI Virus, RefSeq		
279303	Actinoplanes phage phiAsp2	Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_005885				442459	Actinoplanes sp. SN223/29	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes		NCBI Virus, RefSeq		
92444	Acute bee paralysis virus	Viruses; Riboviria; Picornavirales; Dicistroviridae; Aparavirus	NC_002548				7460	Apis mellifera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis		NCBI Virus, RefSeq, UniProt		
340187	Acyrthosiphon pisum virus	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	NC_003780				7029	Acyrthosiphon pisum	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Macrosiphini; Acyrthosiphon	9400608	Literature		
1611877	Adana virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129				13203	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae		RefSeq		
1611877	Adana virus	Viruses; Riboviria; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129				44556	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Phlebotomus		RefSeq		
31612	Adelaide River virus	Viruses; Riboviria; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos		RefSeq, UniProt		
31612	Adelaide River virus	Viruses; Riboviria; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				9970	Syncerus caffer	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Syncerus		UniProt		
31612	Adelaide River virus	Viruses; Riboviria; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				58271	Culicoides	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoidini; Culicoides		UniProt		
31612	Adelaide River virus	Viruses; Riboviria; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				89462	Bubalus bubalis	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bubalus		UniProt		
1590650	Adelie penguin polyomavirus	Viruses; Polyomaviridae; Gammapolyomavirus; Pygoscelis adeliae polyomavirus 1	NC_026141				9238	Pygoscelis adeliae	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Sphenisciformes; Spheniscidae; Pygoscelis		RefSeq		
1930920	Adelphocoris suturalis virus	Viruses; Riboviria; unclassified Riboviria	NC_032728				323751	Adelphocoris suturalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Cimicomorpha; Cimicoidea; Miridae; Mirinae; Mirini; Adelphocoris				
272636	Adeno-associated virus	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; unclassified Dependoparvovirus	NC_040671				8855	Cairina moschata	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Galloanserae; Anseriformes; Anatidae; Anatinae; Cairina		NCBI Virus, RefSeq		
85106	Adeno-associated virus - 1	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature		
85106	Adeno-associated virus - 1	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077				60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature		
10804	Adeno-associated virus - 2	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25127256	Literature		
10804	Adeno-associated virus - 2	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401				40674	Mammalia	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii		UniProt		
46350	Adeno-associated virus - 3	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001729				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	8661429	Literature		
57579	Adeno-associated virus - 4	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature		
57579	Adeno-associated virus - 4	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	16557905	Literature		
57579	Adeno-associated virus - 4	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature		
82300	Adeno-associated virus - 5	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B	NC_006152				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9882336	Literature		
68558	Adeno-associated virus - 6	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 1	AF028704				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature		
202812	Adeno-associated virus - 7	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006260				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq		
202813	Adeno-associated virus - 8	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006261				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq		
68742	Adeno-associated virus 3B	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 3	AF028705				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature		
296148	Adeno-associated virus-Go.1	Viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B; Bovine adeno-associated virus; Caprine adeno-associated virus	DQ335246				9925	Capra hircus	Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capra	16926042	Literature		
1293540	Adoxophyes honmai entomopoxvirus 'L'	Viruses; Poxviridae; Entomopoxvirinae; Betaentomopoxvirus; Adoxophyes honmai entomopoxvirus	NC_021247				85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes	23678178	Literature, RefSeq		
224399	Adoxophyes honmai nucleopolyhedrovirus	Viruses; Baculoviridae; Alphabaculovirus	NC_004690				85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes		UniProt		
170617	Adoxophyes orana granulovirus	Viruses; Baculoviridae; Betabaculovirus	NC_005038				85584	Adoxophyes	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Amphiesmenoptera; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini		UniProt		
