Taxonomy ID	Definition	Taxonomy LINEAGE	Keywords	Disease	Comment	Reference
158878	Staphylococcus aureus subsp. aureus Mu50, methicillin-resistant, vancomycin-intermediate resistance	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Human pathogen	Methicillin-resistant Staphylococcal aureus (MRSA) infection	Isolated in 1997 from the pus of a Japanese male baby with a surgical wound infection that did not respond to vancomycin.	AUTHORS:Kuroda M, Ohta T, Uchiyama I, Baba T, Yuzawa H, Kobayashi I, Cui L, Oguchi A, Aoki K, Nagai Y, et al., TITLE:Whole genome sequencing of meticillin-resistant Staphylococcus aureus., JOURNAL:Lancet 357:1225-40 (2001)
83331	Mycobacterium tuberculosis CDC1551, clinical strain	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex	Human pathogen	Tuberculosis	Isolated from a large outbreak of tuberculosis from 1994 to 1996 around Tennessee and Kentucky in the US.	AUTHORS:Fleischmann RD, Alland D, Eisen JA, Carpenter L, White O, Peterson J, DeBoy R, Dodson R, Gwinn M, Haft D, et al., TITLE:Whole-genome comparison of Mycobacterium tuberculosis clinical and laboratory strains., JOURNAL:J Bacteriol 184:5479-90 (2002)
273057	Saccharolobus solfataricus P2	Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Saccharolobus	Carbon fixation		Aerobic crenarchaeon.; Grows optimally at 80 deg C and pH 2- to 4-metabolizing sulfur.	AUTHORS:She Q, Singh RK, Confalonieri F, Zivanovic Y, Allard G, Awayez MJ, Chan-Weiher CC, Clausen IG, Curtis BA, De Moors A, et al., TITLE:The complete genome of the crenarchaeon Sulfolobus solfataricus P2., JOURNAL:Proc Natl Acad Sci U S A 98:7835-40 (2001)
272635	Mycoplasma pulmonis UAB CTIP	Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma	Animal pathogen		Originally isolated from a mouse with natural respiratory mycoplasmosis.	AUTHORS:Chambaud I, Heilig R, Ferris S, Barbe V, Samson D, Galisson F, Moszer I, Dybvig K, Wroblewski H, Viari A, et al., TITLE:The complete genome sequence of the murine respiratory pathogen Mycoplasma pulmonis., JOURNAL:Nucleic Acids Res 29:2145-53 (2001)
272562	Clostridium acetobutylicum ATCC 824	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium			Solvent-producing bacterium.; Isolated in 1924 from garden soil in Connecticut, USA.	AUTHORS:Nolling J, Breton G, Omelchenko MV, Makarova KS, Zeng Q, Gibson R, Lee HM, Dubois J, Qiu D, Hitti J, et al., TITLE:Genome sequence and comparative analysis of the solvent-producing bacterium Clostridium acetobutylicum., JOURNAL:J Bacteriol 183:4823-38 (2001)
170187	Streptococcus pneumoniae TIGR4 (virulent serotype 4)	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen	Pneumococcal disease	Isolated from the blood of a 30-year-old male patient in Kongsvinger, Norway.	AUTHORS:Tettelin H, Nelson KE, Paulsen IT, Eisen JA, Read TD, Peterson S, Heidelberg J, DeBoy RT, Haft DH, Dodson RJ, et al., TITLE:Complete genome sequence of a virulent isolate of Streptococcus pneumoniae., JOURNAL:Science 293:498-506 (2001)
266834	Sinorhizobium meliloti 1021	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium	Plant endosymbiont, Denitrification		Symbiont of alfalfa (Medicago sativa) and its close relative Medicago truncatula.; Alpha-proteobacterium that forms agronomically important N2-fixing root nodules in legumes.	REFERENCE:PMID:11474104 (chromosome), AUTHORS:Galibert F, Finan TM, Long SR, Puhler A, Abola P, Ampe F, Barloy-Hubler F, Barnett MJ, Becker A, Boistard P, et al., TITLE:The composite genome of the legume symbiont Sinorhizobium meliloti., JOURNAL:Science 293:668-72 (2001)
171101	Streptococcus pneumoniae R6 (avirulent serotype 2) (laboratory-adapted D39 derivative)	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus				AUTHORS:Hoskins J, Alborn WE Jr, Arnold J, Blaszczak LC, Burgett S, DeHoff BS, Estrem ST, Fritz L, Fu DJ, Fuller W, et al., TITLE:Genome of the bacterium Streptococcus pneumoniae strain R6., JOURNAL:J Bacteriol 183:5709-17 (2001)
272944	Rickettsia conorii Malish 7	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group	Human pathogen	Spotted fever	Obligate intracellular bacterium that causes Mediterranean spotted fever in humans.; Isolated from a 39-year-old male patient in Greece in 2002.	AUTHORS:Ogata H, Audic S, Renesto-Audiffren P, Fournier PE, Barbe V, Samson D, Roux V, Cossart P, Weissenbach J, Claverie JM, Raoult D., TITLE:Mechanisms of evolution in Rickettsia conorii and R. prowazekii., JOURNAL:Science 293:2093-8 (2001)
273063	Sulfurisphaera tokodaii 7 (Sulfolobus tokodaii 7)	Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfurisphaera	Carbon fixation		Aerobic thermoacidophilic crenarchaeon.; Isolated from Beppu hotsprings in Kyushu, Japan in 1983.	AUTHORS:Kawarabayasi Y, Hino Y, Horikawa H, Jin-no K, Takahashi M, Sekine M, Baba S, Ankai A, Kosugi H, Hosoyama A, et al., TITLE:Complete genome sequence of an aerobic thermoacidophilic crenarchaeon, Sulfolobus tokodaii strain7., JOURNAL:DNA Res 8:123-40 (2001)
214092	Yersinia pestis CO92 (biovar Orientalis)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Human pathogen, Animal pathogen	Plague	Isolated from a fatal human case of primary pneumonic plague contracted from an infected cat.	AUTHORS:Parkhill J, Wren BW, Thomson NR, Titball RW, Holden MT, Prentice MB, Sebaihia M, James KD, Churcher C, Mungall KL, et al., TITLE:Genome sequence of Yersinia pestis, the causative agent of plague., JOURNAL:Nature 413:523-7 (2001)
220341	Salmonella enterica subsp. enterica serovar Typhi CT18 (Salmonella typhi CT18)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	Human pathogen	Typhoid fever	Multidrug resistant.; Isolated in December 1993 at the Mekong Delta region of Vietnam, from blood of a 9-year-old girl who was suffering from typhoid.	AUTHORS:Parkhill J, Dougan G, James KD, Thomson NR, Pickard D, Wain J, Churcher C, Mungall KL, Bentley SD, Holden MT, et al., TITLE:Complete genome sequence of a multiple drug resistant Salmonella enterica serovar Typhi CT18., JOURNAL:Nature 413:848-52 (2001)
99287	Salmonella enterica subsp. enterica serovar Typhimurium LT2 (Salmonella typhimurium LT2)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	Animal pathogen, Human pathogen	Salmonellosis	Isolated in the 1940s.	AUTHORS:McClelland M, Sanderson KE, Spieth J, Clifton SW, Latreille P, Courtney L, Porwollik S, Ali J, Dante M, Du F, et al., TITLE:Complete genome sequence of Salmonella enterica serovar Typhimurium LT2., JOURNAL:Nature 413:852-6 (2001)
169963	Listeria monocytogenes EGD-e (serotype 1/2a)	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria	Human pathogen, Animal pathogen	Listeriosis	Originally isolated from a rabbit tissue in Cambridge, England in 1924.	AUTHORS:Glaser P, Frangeul L, Buchrieser C, Rusniok C, Amend A, Baquero F, Berche P, Bloecker H, Brandt P, Chakraborty T, et al., TITLE:Comparative genomics of Listeria species., JOURNAL:Science 294:849-52 (2001)
272626	Listeria innocua Clip11262 (serotype 6a)	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria			Nonpathogenic Listeria species	AUTHORS:Glaser P, Frangeul L, Buchrieser C, Rusniok C, Amend A, Baquero F, Berche P, Bloecker H, Brandt P, Chakraborty T, et al., TITLE:Comparative genomics of Listeria species., JOURNAL:Science 294:849-52 (2001)
316407	Escherichia coli K-12 W3110	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia			Cured of the lambda prophage.; Lacks the F+ fertility factor of ancestral E.coli K-12 EMG2.; Widely used as a wild-type strain in Japan, the USA, and elsewhere from 1956.	AUTHORS:Otsuka Y, Muto A, Takeuchi R, Okada C, Ishikawa M, Nakamura K, Yamamoto N, Dose H, Nakahigashi K, Tanishima S, et al., TITLE:GenoBase: comprehensive resource database of Escherichia coli K-12., JOURNAL:Nucleic Acids Res 43:D606-17 (2015)
103690	Nostoc sp. PCC 7120 (Anabaena sp. PCC 7120)	Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc	Photosynthesis			AUTHORS:Kaneko T, Nakamura Y, Wolk CP, Kuritz T, Sasamoto S, Watanabe A, Iriguchi M, Ishikawa A, Kawashima K, Kimura T, et al., TITLE:Complete genomic sequence of the filamentous nitrogen-fixing cyanobacterium Anabaena sp. strain PCC 7120., JOURNAL:DNA Res 8:205-13 (2001)
176299	Agrobacterium fabrum C58 (Agrobacterium tumefaciens C58)	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium; Agrobacterium tumefaciens complex	Plant pathogen		Causal agent of crown gall disease in plants.	REFERENCE:PMID:11743193, AUTHORS:Wood DW, Setubal JC, Kaul R, Monks DE, Kitajima JP, Okura VK, Zhou Y, Chen L, Wood GE, Almeida NF Jr, et al., TITLE:The genome of the natural genetic engineer Agrobacterium tumefaciens C58., JOURNAL:Science 294:2317-23 (2001)
267608	Ralstonia solanacearum GMI1000	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	Plant pathogen		Devastating, soil-borne plant pathogen.; Isolated from tomato.	AUTHORS:Salanoubat M, Genin S, Artiguenave F, Gouzy J, Mangenot S, Arlat M, Billault A, Brottier P, Camus JC, Cattolico L, et al., TITLE:Genome sequence of the plant pathogen Ralstonia solanacearum., JOURNAL:Nature 415:497-502 (2002)
224914	Brucella melitensis bv. 1 16M	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Human pathogen, Animal pathogen, Denitrification	Brucellosis	Brucella melitensis causes abortion in goats and sheep and Malta fever in humans.	AUTHORS:DelVecchio VG, Kapatral V, Redkar RJ, Patra G, Mujer C, Los T, Ivanova N, Anderson I, Bhattacharyya A, Lykidis A, et al., TITLE:The genome sequence of the facultative intracellular pathogen Brucella melitensis., JOURNAL:Proc Natl Acad Sci U S A 99:443-448 (2002)
178306	Pyrobaculum aerophilum IM2	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum	Dissimilatory sulfate reduction		Facultatively aerobic nitrate-reducing hyperthermophilic (maximum temperature = 104 deg C, optimum temperature = 100 deg C) crenarchaeon.; Isolated from a boiling marine water hole at Maronti Beach, Italy.	AUTHORS:Fitz-Gibbon ST, Ladner H, Kim UJ, Stetter KO, Simon MI, Miller JH., TITLE:Genome sequence of the hyperthermophilic crenarchaeon Pyrobaculum aerophilum., JOURNAL:Proc Natl Acad Sci U S A 99:984-9 (2002)
195102	Clostridium perfringens 13	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Human pathogen, Animal pathogen	Foodborne Clostridium perfringens intoxication, Gas gangrene	Natural isolate from the soil.	AUTHORS:Shimizu T, Ohtani K, Hirakawa H, Ohshima K, Yamashita A, Shiba T, Ogasawara N, Hattori M, Kuhara S, Hayashi H., TITLE:Complete genome sequence of Clostridium perfringens, an anaerobic flesh-eater., JOURNAL:Proc Natl Acad Sci U S A 99:996-1001 (2002)
186497	Pyrococcus furiosus DSM 3638	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Pyrococcus			Fermentative, sulfur-reducing hyperthermophile.; Isolated from a shallow marine solfatara at Vulcano Island near southern Italy.	REFERENCE:PMID:10430560, AUTHORS:Maeder DL, Weiss RB, Dunn DM, Cherry JL, Gonzalez JM, DiRuggiero J, Robb FT., TITLE:Divergence of the hyperthermophilic archaea Pyrococcus furiosus and P. horikoshii inferred from complete genomic sequences., JOURNAL:Genetics 152:1299-305 (1999)
284812	Schizosaccharomyces pombe 972h-	Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces				AUTHORS:Wood V, Gwilliam R, Rajandream MA, Lyne M, Lyne R, Stewart A, Sgouros J, Peat N, Hayles J, Baker S, et al., TITLE:The genome sequence of Schizosaccharomyces pombe., JOURNAL:Nature 415:871-80 (2002)
190304	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium	Human pathogen	Periodontal disease	Microflora of the mouth in healthy or diseased humans.; Anaerobe facilitates the aggregation and establishment of several other species.; Principal source of energy appears to be the fermentation of glutamate to butyrate.; Desulfuration of cysteine and methionine yields ammonia, H2S, methyl mercaptan, and butyrate.; Capable of arresting fibroblast growth, thus preventing wound healing and aiding penetration of the gingival epithelium.; Isolated not only from the mouth but also from infections such as skin ulcers, peritonsillar abscesses, septic arthritis, and endocarditis.	AUTHORS:Kapatral V, Anderson I, Ivanova N, Reznik G, Los T, Lykidis A, Bhattacharyya A, Bartman A, Gardner W, Grechkin G, et al., TITLE:Genome sequence and analysis of the oral bacterium Fusobacterium nucleatum strain ATCC 25586., JOURNAL:J Bacteriol 184:2005-18 (2002)
190192	Methanopyrus kandleri AV19	Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus	Autotrophic methanogen		Rod-shaped methanogen.; Grows chemolithoautotrophically at 80-110 deg C in the H2-CO2 atmosphere.; Isolated from the sea floor at the base of a 2,000-m-deep "black smoker" chimney in the Gulf of California.	AUTHORS:Slesarev AI, Mezhevaya KV, Makarova KS, Polushin NN, Shcherbinina OV, Shakhova VV, Belova GI, Aravind L, Natale DA, Rogozin IB, et al., TITLE:The complete genome of hyperthermophile Methanopyrus kandleri AV19 and monophyly of archaeal methanogens., JOURNAL:Proc Natl Acad Sci U S A 99:4644-9 (2002)
186103	Streptococcus pyogenes MGAS8232 (serotype M18)	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Human pathogen	Streptococcal infection	GroupA streptococcus (GAS).; Associated for decades with acute rheumatic fever outbreaks in the U.S.; Isolated from a patient with Acute rheumatic fever.	AUTHORS:Smoot JC, Barbian KD, Van Gompel JJ, Smoot LM, Chaussee MS, Sylva GL, Sturdevant DE, Ricklefs SM, Porcella SF, Parkins LD, et al., TITLE:Genome sequence and comparative microarray analysis of serotype M18 group A Streptococcus strains associated with acute rheumatic fever outbreaks., JOURNAL:Proc Natl Acad Sci U S A 99:4668-73 (2002)
188937	Methanosarcina acetivorans C2A	Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina	Autotrophic methanogen		Acetate-utilizing methanogen.; Isolated from a marine canyon with large deposits of kelp and sea grass.	AUTHORS:Galagan JE, Nusbaum C, Roy A, Endrizzi MG, Macdonald P, FitzHugh W, Calvo S, Engels R, Smirnov S, Atnoor D, et al., TITLE:The genome of M. acetivorans reveals extensive metabolic and physiological diversity., JOURNAL:Genome Res 12:532-42 (2002)
273068	Caldanaerobacter subterraneus subsp. tengcongensis MB4(T) (Thermoanaerobacter tengcongensis MB4(T))	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter			Isolated from a freshwater hot spring in Tengchong, China	AUTHORS:Bao Q, Tian Y, Li W, Xu Z, Xuan Z, Hu S, Dong W, Yang J, Chen Y, Xue Y, et al., TITLE:A complete sequence of the T. tengcongensis genome., JOURNAL:Genome Res 12:689-700 (2002)
192952	Methanosarcina mazei Go1	Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina	Autotrophic methanogen		Capable of fermenting acetate, methylamines and methanol to methane, carbon dioxide and ammonia.	AUTHORS:Deppenmeier U, Johann A, Hartsch T, Merkl R, Schmitz RA, Martinez-Arias R, Henne A, Wiezer A, Baumer S, Jacobi C, et al., TITLE:The genome of Methanosarcina mazei: evidence for lateral gene transfer between bacteria and archaea., JOURNAL:J Mol Microbiol Biotechnol 4:453-61 (2002)
190485	Xanthomonas campestris pv. campestris ATCC 33913	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Plant pathogen		Causes black rot, which affects crucifers such as Brassica and Arabidopsis.	AUTHORS:da Silva AC, Ferro JA, Reinach FC, Farah CS, Furlan LR, Quaggio RB, Monteiro-Vitorello CB, Van Sluys MA, Almeida NF, Alves LM, et al., TITLE:Comparison of the genomes of two Xanthomonas pathogens with differing host specificities., JOURNAL:Nature 417:459-63 (2002)
190486	Xanthomonas citri pv. citri 306 (Xanthomonas axonopodis pv. citri 306)	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Plant pathogen		Causes citrus canker, which affects most commercial citrus cultivars.	AUTHORS:da Silva AC, Ferro JA, Reinach FC, Farah CS, Furlan LR, Quaggio RB, Monteiro-Vitorello CB, Van Sluys MA, Almeida NF, Alves LM, et al., TITLE:Comparison of the genomes of two Xanthomonas pathogens with differing host specificities., JOURNAL:Nature 417:459-63 (2002)
100226	Streptomyces coelicolor A3(2)	Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group			Saprophytic bacteria producing most natural antibiotics	AUTHORS:Bentley SD, Chater KF, Cerdeno-Tarraga AM, Challis GL, Thomson NR, James KD, Harris DE, Quail MA, Kieser H, Harper D, et al., TITLE:Complete genome sequence of the model actinomycete Streptomyces coelicolor A3(2)., JOURNAL:Nature 417:141-7 (2002)
196620	Staphylococcus aureus subsp. aureus MW2, community-acquired methicillin-resistant	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Human pathogen	Methicillin-resistant Staphylococcal aureus (MRSA) infection, Septic arthritis	High virulence community-acquired strain of MRSA isolated in 1998 in North Dakota, USA.	AUTHORS:Baba T, Takeuchi F, Kuroda M, Yuzawa H, Aoki K, Oguchi A, Nagai Y, Iwama N, Asano K, Naimi T, et al., TITLE:Genome and virulence determinants of high virulence community-acquired MRSA., JOURNAL:Lancet 359:1819-27 (2002)
198804	Buchnera aphidicola Sg, endosymbiont of Schizaphis graminum (greenbug)	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Buchnera	Endosymbiont		Obligate endosymbionts of aphids.	AUTHORS:Tamas I, Klasson L, Canback B, Naslund AK, Eriksson AS, Wernegreen JJ, Sandstrom JP, Moran NA, Andersson SG., TITLE:50 million years of genomic stasis in endosymbiotic bacteria., JOURNAL:Science 296:2376-9 (2002)
